gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
CD72,B-cell differentiation antigen CD72,9,35609530,35646807,0.141228900203288,0.153829454936964,0.692833690601367,0.800854940405944,10454,318083,0.0214317638224763,0.0510852794844655,0.417478349704773,0.325712169952008,0.556392217519818,0.649370987002438,39.7271490833006,4.107027430657861,10,10454,318083,463,P21854,B-cell differentiation antigen CD72,9,35609530,35646807
CD79B,B-cell antigen receptor complex-associated protein beta chain,17,62006100,62009714,0.401271636011712,0.0799616970771495,0.125895449530171,0.112324915767497,10454,312284,0.279702537420321,0.444799440110612,0.501498806368854,0.0977207217277484,0.23246734230896,0.675128743778377,119.905923999713,8.48958660685389,5,10454,312284,465,P40259,B-cell antigen receptor complex-associated protein beta chain,17,62006100,62009714
CD80,T-lymphocyte activation antigen CD80,3,119243140,119278449,0.944544511702264,0.591324212216237,0.511831136708048,0.902865004398503,10454,317414,0.838091904589552,0.941351681715768,0.778490152115084,0.638045163197231,0.362576477282684,0.178780860950356,88.2525678356457,4.421203993361101,20,10454,317414,466,P33681,T-lymphocyte activation antigen CD80,3,119243140,119278449
CD83,CD83 antigen,6,14117872,14137149,0.263997709790889,0.174183747370901,0.0693991157846207,0.148898175607699,10454,312713,0.0659584008009935,0.184203987577857,0.958224223594188,0.539564039559227,0.114787999539884,0.0467883698184361,48.6869995789338,2.169267227903384,13,10454,312713,468,Q01151,CD83 antigen,6,14117872,14137149
CD84,SLAM family member 5,1,160510885,160549306,0.636432519243205,0.84726567996325,0.698585650573536,0.300158955045851,10454,312713,0.246930968710175,0.425313567147641,0.543375479106613,0.526504796753822,0.634944602137563,0.476309115608684,13.7021953383294,1.62287778867371,9,10454,312713,469,Q9UIB8,SLAM family member 5,1,160510885,160549306
CD86,T-lymphocyte activation antigen CD86,3,121774213,121839983,0.920945629211308,0.203641651752353,0.167054250859844,0.244008017451661,10454,317541,0.482454392933257,0.745764791943207,0.759899766461508,0.45620413743949,0.608193287788212,0.507444239793301,35.5730483555815,3.612517286454594,11,10454,317541,470,P42081,T-lymphocyte activation antigen CD86,3,121774213,121839983
CD8A,T-cell surface glycoprotein CD8 alpha chain,2,87011729,87035519,0.365822819349307,0.0358490523418644,0.0859384400557585,0.141084519853218,10454,312346,0.861411649655962,0.940644278856601,0.761775155202851,0.859800877547531,0.0632073229189873,0.0191095331653424,152.863082701732,14.304383817165496,9,10454,312346,471,P01732,T-cell surface glycoprotein CD8 alpha chain,2,87011729,87035519
CDA,Cytidine deaminase,1,20915441,20945401,0.284725689139693,0.792179476734638,0.1655758298179,0.821220163206515,10454,317478,0.32118062923626,0.446719153493566,0.428261052066513,0.0922881864500658,0.0500236867561801,0.075624420096828,163.977925885453,1.9660323267169892,26,10454,317478,475,P32320,Cytidine deaminase,1,20915441,20945401
CDC27,Cell division cycle protein 27 homolog,17,45195069,45266788,0.141605683156837,0.0691631156869539,0.821135384809981,0.0428047741385953,10454,313474,0.788618650959654,0.589365014812728,0.32084587490233,0.759038219010567,0.760466714844699,0.500652312597154,21.1562053063835,3.886420714552674,7,10454,313474,480,P30260,Cell division cycle protein 27 homolog,17,45195069,45266788
CDCP1,CUB domain-containing protein 1,3,45123770,45187914,0.74082976979696,0.717912072109483,0.830920938727698,0.934406828292088,10454,312918,0.491488343527545,0.429357584117374,0.269826573585079,0.379532496438358,0.661177337659457,0.814164355574429,76.9835039704691,2.9506611216168124,31,10454,312918,483,Q9H5V8,CUB domain-containing protein 1,3,45123770,45187914
CDH15,Cadherin-15,16,89238175,89261900,0.861033992578773,0.896854124747818,0.104266980816408,0.321054217029594,10454,312402,0.39106701620643,0.543354858584765,0.486447001038675,0.073390951157381,0.180874995430643,0.643340134561392,257.144458453227,115.59188909042008,14,10454,312402,485,P55291,Cadherin-15,16,89238175,89261900
CDH17,Cadherin-17,8,95139399,95229531,0.928772440447043,0.25132388585758,0.944523776882673,0.14554686081991,10454,312630,0.354193788344152,0.622741252035224,0.765567482744337,0.606725520140623,0.395140679923148,0.207032932309226,107.518378155266,18.85881762058637,15,10454,312630,486,Q12864,Cadherin-17,8,95139399,95229531
CDH2,Cadherin-2,18,25530930,25757410,0.535516589561588,0.751938279040961,0.824751340928807,0.531245655048191,10454,312630,0.937433519823443,0.36314774636539,0.155276659014524,0.542368590658296,0.275257863951232,0.137214393558991,19.253095633535,3.2496352617856306,14,10454,312630,487,P19022,Cadherin-2,18,25530930,25757410
CDH23,Cadherin-23,10,73156691,73575702,0.382792837142741,0.875329165207862,0.634932971038485,0.684223988786702,10454,317485,0.724069953460008,0.140134592885872,0.0510844798780489,0.0479443807830604,0.0938650660709876,0.36521981115917,14.6910869991209,3.727150701958316,25,10454,317485,489,Q9H251,Cadherin-23,10,73156691,73575702
CDH3,Cadherin-3,16,68670092,68756519,0.524092989577548,0.735963074761094,0.961017725806004,0.91488388906012,10454,312346,0.672913366084889,0.894352045575195,0.831811392939037,0.40578230112703,0.590557757209078,0.547258119710983,27.0172376316072,4.580209392872607,6,10454,312346,490,P22223,Cadherin-3,16,68670092,68756519
CDH5,Cadherin-5,16,66400533,66438686,0.0119258555733024,0.991223378614367,0.716912878237876,0.61123767570961,10454,312214,0.665751460717607,0.766212820826046,0.556402788551218,0.0533887114134135,0.111794781634013,0.419942632721647,150.016163704737,5.985829417734664,6,10454,312214,492,P33151,Cadherin-5,16,66400533,66438686
CDH6,Cadherin-6,5,31193857,31329253,0.872446319136925,0.526978446335204,0.872636863831833,0.849258791121283,10454,312630,0.522445764282678,0.801304843265692,0.853742622404555,0.196797541450007,0.433823339711337,0.947983605517382,309.685339210324,43.92834489579936,19,10454,312630,493,P55285,Cadherin-6,5,31193857,31329253
CDHR1,Cadherin-related family member 1,10,85954410,85979377,0.914868172048517,0.701432206150284,0.597931188569005,0.965501207866638,10454,313518,0.802815152630282,0.351394792476746,0.154297450820895,0.482167655864416,0.76021835828371,0.815670991188462,93.8505684863056,3.7934384744239193,15,10454,313518,494,Q96JP9,Cadherin-related family member 1,10,85954410,85979377
CDHR2,Cadherin-related family member 2,5,175969512,176022975,0.0046647739594442,0.200385191422852,0.773213320749519,0.23076502105041,10454,312825,0.101717833957164,0.256397295387042,0.834264341676269,0.887631500093372,0.585460322040615,0.305335367259002,68.2861900867392,8.381500094254939,7,10454,312825,495,Q9BYE9,Cadherin-related family member 2,5,175969512,176022975
CDHR5,Cadherin-related family member 5,11,616565,626078,0.720935908087389,0.266086078306305,0.240544875793451,0.703170101343409,10454,312630,0.0986368379031991,0.217048869735351,0.566878653563189,0.0055627047118797,0.0091490393032965,0.192098353555296,422.610066249533,117.67112998807146,25,10454,312630,496,Q9HBB8,Cadherin-related family member 5,11,616565,626078
CDKN1A,Cyclin-dependent kinase inhibitor 1,6,36644305,36655116,0.937640544962226,0.716215594920316,0.250817947280289,0.742878028235084,10454,312825,0.770709350775757,0.891469520590115,0.703531876580574,0.875999675860313,0.649816497432791,0.360032454884714,16.9971170798126,3.2341077894603205,23,10454,312825,500,P38936,Cyclin-dependent kinase inhibitor 1,6,36644305,36655116
CDNF,Cerebral dopamine neurotrophic factor,10,14861249,14880574,0.416988778079688,0.0522003576994334,0.855960874055618,0.428579474944561,10454,312825,0.465798232934771,0.551165711118292,0.416733908566041,0.938166332459818,0.992223089145394,0.921961586966074,74.1755517299038,4.066836215687288,15,10454,312825,502,Q49AH0,Cerebral dopamine neurotrophic factor,10,14861249,14880574
CDON,Cell adhesion molecule-related/down-regulated by oncogenes,11,125825691,125933230,0.0665650195565897,0.7584841380359,0.500444390122988,0.902846369518688,10454,312609,0.784755950613287,0.834409551775058,0.591856983638945,0.641471352666653,0.885692018325426,0.872024244591455,21.6232858473278,3.722108022094252,41,10454,312609,503,Q4KMG0,Cell adhesion molecule-related/down-regulated by oncogenes,11,125825691,125933230
CDSN,Corneodesmosin,6,31082867,31088223,0.374843682864494,0.632445963586873,0.428636592747775,0.309141128861714,10454,312397,0.585946508736627,0.0750570401335197,0.0271369742606863,0.44662841305595,0.748565395780649,0.999543320514805,433.284677302987,8.935027499719567,33,10454,312397,504,Q15517,Corneodesmosin,6,31082867,31088223
CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,19,45202421,45213986,0.76091133377278,0.0209400960732169,0.593124487234346,0.993177141774987,10454,317541,0.770590558914534,0.57547676001981,0.312510443330334,7.64662243760041e-06,2.84263493551347e-09,1.09802783100601e-05,110.584460348306,5.33370530128875,11,10454,317541,506,Q2WEN9,Carcinoembryonic antigen-related cell adhesion molecule 16,19,45202421,45213986
CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19,19,45165545,45187631,0.605317227523773,0.00911622716716198,0.0107396371201219,0.0214860645697985,10454,317541,0.119906583317438,0.0535838088494552,0.0638507172029389,0.028127805094288,7.47991314108168e-07,1.32161037963905e-06,37.1503890720592,7.506412943651074,9,10454,317541,508,Q7Z692,Carcinoembryonic antigen-related cell adhesion molecule 19,19,45165545,45187631
CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,19,45010211,45033698,0.718873776155784,0.239934923967413,0.688269158613813,0.0473238142065752,10454,317953,0.595571573040956,0.768604386426476,0.620880002696073,0.0854556912608364,0.198821193397867,0.601497707422833,28.3505729328362,2.773426910324197,13,10454,317953,509,Q6UY09,Carcinoembryonic antigen-related cell adhesion molecule 20,19,45010211,45033698
CEACAM21,Carcinoembryonic antigen-related cell adhesion molecule 21,19,42055886,42093197,0.414724946769224,0.546152585601043,0.977830806007098,0.486707086956874,10454,312713,0.486741341199808,0.663615547538268,0.561920492943307,0.32276169295148,0.579622087210262,0.736713089549503,1445.99775958613,343.9949682991937,5,10454,312713,510,Q3KPI0,Carcinoembryonic antigen-related cell adhesion molecule 21,19,42055886,42093197
CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,19,42212504,42233718,0.210688929291491,0.621529516659508,0.610669096422274,0.848761986975243,10454,313916,0.173426759623022,0.0924086451813522,0.0880346616687479,0.50306375215076,0.799121388591171,0.996582804847807,262.325475563816,73.71236425826818,3,10454,313916,512,P06731,Carcinoembryonic antigen-related cell adhesion molecule 5,19,42212504,42233718
CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,19,42254885,42276113,0.961717168176818,0.65998739507093,0.883654613942547,0.364552292629364,10454,317421,0.17327031156132,0.173270311561726,0.999999999999989,0.792087003823404,0.792087003106817,0.787803759952626,104.331102642398,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f54d1af6840> [RTYPES.NILSXP],2,10454,317421,513,P40199,Carcinoembryonic antigen-related cell adhesion molecule 6,19,42254885,42276113
CELA2A,Chymotrypsin-like elastase family member 2A,1,15783223,15798586,0.29929087650143,0.909020068558007,0.920029076115608,0.426213233286573,10454,317421,0.688552200601783,0.826081168204192,0.637926367391817,0.503774514890872,0.621792700181947,0.47804454534581,25.801594859544,3.4522271727203435,10,10454,317421,517,P08217,Chymotrypsin-like elastase family member 2A,1,15783223,15798586
CELA3A,Chymotrypsin-like elastase family member 3A,1,22328149,22339032,0.00066556916332311,0.22406869220782,0.0276468229992843,0.0618497986072855,10454,312273,0.571250706412063,0.714918784725819,0.553786732321946,0.82181599746214,0.897865124362089,0.684819383263302,76.1216637397525,7.239451196890362,11,10454,312273,518,P09093,Chymotrypsin-like elastase family member 3A,1,22328149,22339032
CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,1,109792641,109818372,0.228933510531652,0.462579696913284,0.51907494543736,0.804499073445126,10454,318083,0.257382020178221,0.0804123897494563,0.0525468724362563,0.477142926959499,0.339987601331236,0.198645617866085,198.831597596975,7.607195659251053,20,10454,318083,519,Q9HCU4,Cadherin EGF LAG seven-pass G-type receptor 2,1,109792641,109818372
CEMIP2,Cell surface hyaluronidase,9,74298282,74431606,0.352928054055037,0.256056456564849,0.939122595373088,0.149308328028771,10454,318326,0.694167657568369,0.536181780655758,0.296048710859561,0.100796570417871,0.138278080637316,0.260879274507382,24.0880515160788,4.115310372566892,18,10454,318326,520,Q9UHN6,Cell surface hyaluronidase,9,74298282,74431606
CEP112,Centrosomal protein of 112 kDa,17,63631656,64188202,0.330391553849265,0.273886516754245,0.85305533108485,0.47079304410752,10454,318445,0.952193072022787,100,,0.148310483957909,,,48.0761085169591,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f3798384740> [RTYPES.NILSXP],10,10454,318445,524,Q8N8E3,Centrosomal protein of 112 kDa,17,63631656,64188202
CEP170,Centrosomal protein of 170 kDa,1,243287730,243418650,0.176461269177546,0.168533968979629,0.497704600306211,0.201489383233528,10454,318239,0.164920089116603,0.199863468149272,0.255725932077041,0.0923875760215219,0.160904611808502,0.364707423585266,38.9400109251482,10.0273106981181,2,10454,318239,527,Q5SW79,Centrosomal protein of 170 kDa,1,243287730,243418650
CEP20,Centrosomal protein 20,16,15959577,15982482,0.63114347855159,0.157059818532413,0.627564879797601,0.962861056676936,10454,313474,0.346590207379417,0.638700468650119,0.917310308886878,0.832645171542032,0.824367762759939,0.558892989259549,20.3160912769393,2.871965569926666,15,10454,313474,528,Q96NB1,Centrosomal protein 20,16,15959577,15982482
CEP43,Centrosomal protein 43,6,167412670,167466201,0.010270506690251,0.0275016078176634,0.0944337765602876,0.110085861118417,10454,313619,0.0157285035496619,0.051173737322662,0.737477196315277,0.404954901269238,0.683137361767486,0.793450919248295,14.4654870606347,3.8557670134801882,7,10454,313619,531,O95684,Centrosomal protein 43,6,167412670,167466201
CEP85,Centrosomal protein of 85 kDa,1,26560691,26605299,0.389430120250887,0.991962800473734,0.303685530032841,0.880524459106484,10454,313474,0.839305762210286,0.905611200168903,0.691780633295645,0.910597292246569,0.991861323068305,0.951261359884648,24.4841317012884,4.648977956536435,7,10454,313474,532,Q6P2H3,Centrosomal protein of 85 kDa,1,26560691,26605299
CERT,Ceramide transfer protein,5,74664311,74807963,0.407947840734085,0.25031364416908,0.36613937704214,0.372652769248018,10454,313518,0.295830304967848,100,,0.046554563746783,,,10.3417966567918,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f3798384740> [RTYPES.NILSXP],5,10454,313518,533,Q9Y5P4,Ceramide transfer protein,5,74664311,74807963
CES1,Liver carboxylesterase 1,16,55836763,55867249,0.542615558678408,0.153273240318044,0.0618056981027038,0.270563417054642,10454,312559,0.240604929326266,0.488815592214538,0.815315369429021,0.132354267726282,0.205448067478016,0.34265984981053,554.864997725072,169.3417364699042,10,10454,312559,534,P23141,Liver carboxylesterase 1,16,55836763,55867249
CETN3,Centrin-3,5,89688078,89705603,0.658566093258182,0.103922433461478,0.0386031227548708,0.190764683157986,10454,317541,0.264014091621878,0.256670187697625,0.224978402214118,0.0200124303053303,0.066071258933038,0.878830560875023,46.2914942559776,5.8956235525129355,10,10454,317541,538,O15182,Centrin-3,5,89688078,89705603
CFB,Complement factor B,6,31895475,31919861,0.937368746358157,0.939652863012791,0.874004785799763,0.840276624696662,10454,317921,0.815382253105898,0.973036523475368,0.990126604084252,0.85879825713579,0.953184707583541,0.799910865448616,319.264267098931,87.87410834173029,12,10454,317921,539,P00751,Complement factor B,6,31895475,31919861
CFD,Complement factor D,19,859453,863453,0.142354649493048,0.833998852354562,0.927439893412767,0.575968517728162,10454,317354,0.386334335659097,0.131037852643039,0.0686934733506529,0.14101860456293,0.18219632921155,0.265753859098192,14.0173707799841,5.387143487888576,26,10454,317354,541,P00746,Complement factor D,19,859453,863453
CFH,Complement factor H,1,196621008,196716634,0.585311309544774,0.950458845805468,0.194046053331091,0.925439539646618,10454,319211,0.227635704912765,0.298434655246525,0.326467749711069,0.126069103322842,0.310100806871885,0.969450620434129,386.156761392229,9.586963807170417,6,10454,319211,542,P08603,Complement factor H,1,196621008,196716634
